state_name,sector_label,excessQ4
Massachusetts,Healthcare,-0.004867285454120273
Massachusetts,Information,0.010661320463465993
Massachusetts,Management,0.010121677061559009
Massachusetts,Mfg-chem,0.009213396472892538
Massachusetts,Mfg-food,0.009861131033592093
Massachusetts,Mfg-metals,0.0016403361074817284
Massachusetts,Mining,0.10553701083584854
Massachusetts,Other services,0.015378019441816881
Massachusetts,Prof services,0.030859010300352433
Massachusetts,Public admin,-0.01603739494791771
Massachusetts,Real estate,0.03704291525494634
Massachusetts,Retail-gen,0.02607410507151119
Massachusetts,Retail-spec,0.014017785814503182
Massachusetts,Transportation,0.050479457854431885
Massachusetts,Utilities,0.007433167936015549
Massachusetts,Warehousing,0.024918967328329204
Massachusetts,Wholesale,0.010509682605736462
Michigan,Accommodation/food,0.04301205788997604
Michigan,Admin/waste,0.03913913641213192
Michigan,Agriculture,0.19760797248959386
Michigan,Arts/entertain,0.056003859577571515
Michigan,Construction,0.14233453806707508
Michigan,Education,0.007403567956906341
Michigan,Finance,0.01897006273390238
Michigan,Healthcare,0.008329313737831408
Michigan,Information,0.008525158469157638
Michigan,Management,0.03131579780607349
Michigan,Mfg-chem,0.019395624779693612
Michigan,Mfg-food,0.04190170324882876
Michigan,Mfg-metals,0.0071493766926537415
Michigan,Mining,0.06859726812395257
Michigan,Other services,0.017418087117478866
Michigan,Prof services,0.04360826764280173
Michigan,Public admin,0.020704369305461857
Michigan,Real estate,0.032779848737131176
Michigan,Retail-gen,0.025167037946248826
Michigan,Retail-spec,0.019670778563242623
Michigan,Transportation,0.0513172054961888
Michigan,Utilities,0.004688516326092159
Michigan,Warehousing,0.044839143997607946
Michigan,Wholesale,0.021583125659210542
Minnesota,Accommodation/food,0.025521153710177654
Minnesota,Admin/waste,0.04782032978369137
Minnesota,Agriculture,0.1801657007482832
Minnesota,Arts/entertain,0.06804459403098259
Minnesota,Construction,0.19686610945626312
Minnesota,Education,0.002486331002350791
Minnesota,Finance,0.020233260633600425
Minnesota,Healthcare,0.008708835435785657
Minnesota,Information,0.016668132768679088
Minnesota,Management,0.031033850204215157
Minnesota,Mfg-chem,0.023457940307135584
Minnesota,Mfg-food,0.028027942067190302
Minnesota,Mfg-metals,0.007155876888577857
Minnesota,Mining,0.15172821479482998
Minnesota,Other services,0.030426208376540174
Minnesota,Prof services,0.05169255077545153
