state_name,sector_label,peak_excess
Missouri,Utilities,0.02100812874572567
Missouri,Warehousing,0.04447184389414883
Missouri,Wholesale,0.022117051165260835
Montana,Accommodation/food,0.11283348759676012
Montana,Admin/waste,0.07195318065481443
Montana,Agriculture,0.21855765943772393
Montana,Arts/entertain,0.19465956500425302
Montana,Construction,0.15369353575545833
Montana,Education,0.13636765480024843
Montana,Finance,0.03581140529747236
Montana,Healthcare,0.030261587712300368
Montana,Information,0.0356622232516218
Montana,Management,0.0307771778643314
Montana,Mfg-chem,0.044227887245813065
Montana,Mfg-food,0.09795441701005819
Montana,Mfg-metals,0.035887484001358376
Montana,Mining,0.07779039034925557
Montana,Other services,0.0677375483121502
Montana,Prof services,0.07624552465293004
Montana,Public admin,0.056222624216903744
Montana,Real estate,0.0860491295221809
Montana,Retail-gen,0.06635961527066128
Montana,Retail-spec,0.0482906080992319
Montana,Transportation,0.056327817920677606
Montana,Utilities,0.05775075815767087
Montana,Warehousing,0.028815265141698233
Montana,Wholesale,0.0412702122141514
Nebraska,Accommodation/food,0.12711817364271824
Nebraska,Admin/waste,0.044690859051548106
Nebraska,Agriculture,0.18634641675761462
Nebraska,Arts/entertain,0.16452114529207418
Nebraska,Construction,0.097911227957005
Nebraska,Education,0.10259050107189684
Nebraska,Finance,0.02276963239113503
Nebraska,Healthcare,0.027332670988546415
Nebraska,Information,0.04509322097141616
Nebraska,Management,0.03068822143839847
Nebraska,Mfg-chem,0.0281440281942907
Nebraska,Mfg-food,0.045803980371319546
Nebraska,Mfg-metals,0.026439968455482504
Nebraska,Mining,0.05733547994656767
Nebraska,Other services,0.053855588844831444
Nebraska,Prof services,0.05663082903011478
Nebraska,Public admin,0.05103263985741018
Nebraska,Real estate,0.05123351294468327
Nebraska,Retail-gen,0.04144382868183963
Nebraska,Retail-spec,0.03884739891083259
Nebraska,Transportation,0.0366757272148466
Nebraska,Utilities,0.026040350645349836
Nebraska,Warehousing,0.0775404710711458
Nebraska,Wholesale,0.025863446197009535
Nevada,Accommodation/food,0.06673737104165153
Nevada,Admin/waste,0.03825013685825072
Nevada,Agriculture,0.11489629266903173
Nevada,Arts/entertain,0.10279259126307648
Nevada,Construction,0.046813190694529175
Nevada,Education,0.054016726385678664
Nevada,Finance,0.039358143468231854
Nevada,Healthcare,0.029211672361948108
Nevada,Information,0.05048073079325086
Nevada,Management,0.03276072461536482
Nevada,Mfg-chem,0.03361733964388191
Nevada,Mfg-food,0.03644896863897793
Nevada,Mfg-metals,0.032542188940697755
Nevada,Mining,0.0458949094485391
Nevada,Other services,0.0563631998904142
Nevada,Prof services,0.0480893912873154
Nevada,Public admin,0.02216376547668233
Nevada,Real estate,0.04501763618772118
Nevada,Retail-gen,0.04332636596670588
Nevada,Retail-spec,0.03961067367642736
Nevada,Transportation,0.035382834525874554
Nevada,Utilities,0.014753815613015761
Nevada,Warehousing,0.03090391486312775
Nevada,Wholesale,0.02362089906834672
New Hampshire,Accommodation/food,0.13572972214991078
New Hampshire,Admin/waste,0.0547764317354388
New Hampshire,Agriculture,0.12696227846036015
New Hampshire,Arts/entertain,0.17198071670146672
New Hampshire,Construction,0.10482008793734422
New Hampshire,Education,0.10709558491497614
New Hampshire,Finance,0.024237355467942284
New Hampshire,Healthcare,0.03576594089109102
New Hampshire,Information,0.03215771578106057
New Hampshire,Management,0.02091281270164244
New Hampshire,Mfg-chem,0.038019514054377215
New Hampshire,Mfg-food,0.04254419188767518
